CID,Type,Impact,Status,First Detected,Owner,Classification,Severity,Action,Component,Category,File,Function,Count,CWE,Line Number,MISRA Category,Standard: AUTOSAR C++14,Standard: CERT C,Standard: CERT C++,Standard: DISA-STIG V4R10,Standard: DISA-STIG V4R10 Severity,Standard: DISA-STIG V4R3,Standard: DISA-STIG V4R3 Severity,Standard: ISO TS17961 2016,Standard: OWASP Mobile Top Ten 2016,Standard: OWASP Web Top Ten 2017,Standard: PCI DSS 2018
227537,Out-of-bounds write,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/overrun_st.c,overrun_st_028,1,119,372,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227536,Division or modulo by zero,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Integer handling issues,/01.w_Defects/zero_division.c,zero_division_015,1,369,224,None,None,None,None,APSC-DV-003320,CAT II,APSC-DV-003320,CAT II,None,M7,None,None
227535,Logically dead code,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/01.w_Defects/function_return_value_unchecked.c,function_return_value_unchecked_003,1,561,90,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,M7,None,None
227534,Uninitialized scalar variable,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Uninitialized variables,/01.w_Defects/uninit_var.c,uninit_var_013_func_001,1,457,242,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227533,Double free,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/double_free.c,double_free_011,1,415,204,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227532,Resource leak,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/01.w_Defects/memory_leak.c,memory_leak_005,1,404,120,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,None
227531,Out-of-bounds access,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/overrun_st.c,overrun_st_046,1,119,664,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227530,Big parameter passed by value,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Performance inefficiencies,/02.wo_Defects/st_overflow.c,st_overflow_006_func_001,2,398,176,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227529,Out-of-bounds access,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/overrun_st.c,overrun_st_048,1,119,695,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227528,Write to pointer after free,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/invalid_memory_access.c,invalid_memory_access_010,1,416,294,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227527,Copy into fixed size buffer,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Security best practices violations,/02.wo_Defects/invalid_memory_access.c,invalid_memory_access_017_func_004,2,120,622,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227526,Logically dead code,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/01.w_Defects/memory_leak.c,memory_leak_005,1,561,119,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,M7,None,None
227525,Resource leak,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/02.wo_Defects/memory_allocation_failure.c,memory_allocation_failure_008,2,404,257,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,None
227524,Logically dead code,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/01.w_Defects/endless_loop.c,endless_loop_002,1,561,43,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,M7,None,None
227523,Uninitialized pointer read,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - illegal accesses,/01.w_Defects/uninit_memory_access.c,uninit_memory_access_006,1,457,126,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227522,Structurally dead code,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/02.wo_Defects/wrong_arguments_func_pointer.c,wrong_arguments_func_pointer_017_func_002,2,561,521,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,M7,None,None
227521,Uninitialized scalar variable,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Uninitialized variables,/01.w_Defects/uninit_var.c,uninit_var_004,1,457,62,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227520,Calling risky function,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Security best practices violations,/02.wo_Defects/double_release.c,double_release_002_tskentry_001,2,676,105,None,None,None,None,APSC-DV-002460,CAT II,APSC-DV-002460,CAT II,None,None,None,6.5.3
227519,Copy into fixed size buffer,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Security best practices violations,/02.wo_Defects/invalid_memory_access.c,invalid_memory_access_016_func_003,2,120,568,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227518,Out-of-bounds write,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/buffer_overrun_dynamic.c,dynamic_buffer_overrun_026,1,119,479,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227517,Calling risky function,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Security best practices violations,/02.wo_Defects/double_release.c,double_release_001_tskentry_001,2,676,54,None,None,None,None,APSC-DV-002460,CAT II,APSC-DV-002460,CAT II,None,None,None,6.5.3
227516,Resource leak,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/01.w_Defects/memory_leak.c,memory_leak_0013,2,404,348,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,None
227515,Explicit null dereferenced,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/01.w_Defects/null_pointer.c,null_pointer_010,1,476,159,None,None,None,None,APSC-DV-003320,CAT II,APSC-DV-003320,CAT II,None,None,None,6.5.6
227514,Free of array-typed value,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/free_nondynamic_allocated_memory.c,free_nondynamic_allocated_memory_001,1,590,22,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-003320,CAT II,None,None,None,6.5.6
227513,Out-of-bounds write,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/overrun_st.c,overrun_st_013,1,119,169,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227512,Logically dead code,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/01.w_Defects/conflicting_cond.c,conflicting_cond_007,1,561,139,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,M7,None,None
227511,Calling risky function,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Security best practices violations,/02.wo_Defects/conflicting_cond.c,conflicting_cond_004,2,676,80,None,None,None,None,APSC-DV-002460,CAT II,APSC-DV-002460,CAT II,None,None,None,6.5.3
227510,Uninitialized pointer read,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - illegal accesses,/01.w_Defects/uninit_pointer.c,uninit_pointer_001,1,457,29,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227509,Out-of-bounds write,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/overrun_st.c,overrun_st_030,1,119,402,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227508,Out-of-bounds write,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/buffer_overrun_dynamic.c,dynamic_buffer_overrun_021,1,119,386,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227507,Calling risky function,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Security best practices violations,/02.wo_Defects/redundant_cond.c,redundant_cond_014,2,676,276,None,None,None,None,APSC-DV-002460,CAT II,APSC-DV-002460,CAT II,None,None,None,6.5.3
227506,Read from pointer after free,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - illegal accesses,/01.w_Defects/invalid_memory_access.c,invalid_memory_access_007,1,416,210,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227505,Division or modulo by zero,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Integer handling issues,/01.w_Defects/zero_division.c,zero_division_011,1,369,165,None,None,None,None,APSC-DV-003320,CAT II,APSC-DV-003320,CAT II,None,M7,None,None
227504,Read from pointer after free,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - illegal accesses,/01.w_Defects/invalid_memory_access.c,invalid_memory_access_013_func_002,2,416,432,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227503,Pointer to local outside scope,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - illegal accesses,/01.w_Defects/return_local.c,return_local_001_func_001,1,562,19,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227502,Out-of-bounds write,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/overrun_st.c,overrun_st_041,1,119,570,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227501,Infinite loop,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Program hangs,/01.w_Defects/endless_loop.c,endless_loop_007,1,835,131,None,None,None,None,APSC-DV-003320,CAT II,APSC-DV-003320,CAT II,None,M7,None,None
227500,Uninitialized scalar variable,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Uninitialized variables,/01.w_Defects/uninit_var.c,uninit_var_008,1,457,130,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227499,Calling risky function,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Security best practices violations,/02.wo_Defects/redundant_cond.c,redundant_cond_004,2,676,82,None,None,None,None,APSC-DV-002460,CAT II,APSC-DV-002460,CAT II,None,None,None,6.5.3
227498,Data race condition,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/02.wo_Defects/lock_never_unlock.c,lock_never_unlock_009_tsk_002,2,366,555,None,None,None,None,APSC-DV-001995,CAT II,APSC-DV-001995,CAT II,None,M7,None,None
227497,Double unlock,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,API usage errors,/01.w_Defects/unlock_without_lock.c,unlock_without_lock_002_tsk_001,1,765,109,None,None,None,None,None,None,None,None,None,None,None,None
227496,Resource leak,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/01.w_Defects/memory_leak.c,memory_leak_0010,1,404,247,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,None
227495,Resource leak,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/01.w_Defects/memory_leak.c,memory_leak_006,1,404,151,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,None
227494,Infinite loop,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Program hangs,/01.w_Defects/endless_loop.c,endless_loop_004,1,835,72,None,None,None,None,APSC-DV-003320,CAT II,APSC-DV-003320,CAT II,None,M7,None,None
227492,Out-of-bounds write,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/overrun_st.c,overrun_st_021,1,119,280,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227491,Out-of-bounds write,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/overrun_st.c,overrun_st_005,1,119,66,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227490,Double unlock,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,API usage errors,/01.w_Defects/double_release.c,double_release_005_tsk_001,1,765,226,None,None,None,None,None,None,None,None,None,None,None,None
227489,Calling risky function,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Security best practices violations,/02.wo_Defects/func_pointer.c,func_pointer_009_func_001,2,676,330,None,None,None,None,APSC-DV-002460,CAT II,APSC-DV-002460,CAT II,None,None,None,6.5.3
227488,Explicit null dereferenced,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/01.w_Defects/wrong_arguments_func_pointer.c,wrong_arguments_func_pointer_013,1,476,381,None,None,None,None,APSC-DV-003320,CAT II,APSC-DV-003320,CAT II,None,None,None,6.5.6
227487,Operands don't affect result,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Integer handling issues,/01.w_Defects/bit_shift.c,bit_shift_001,1,569,21,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,M7,None,None
227486,Read from pointer after free,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - illegal accesses,/01.w_Defects/invalid_memory_access.c,invalid_memory_access_002,1,416,84,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227485,Out-of-bounds write,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/buffer_overrun_dynamic.c,dynamic_buffer_overrun_031,1,119,579,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227484,Uninitialized pointer read,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - illegal accesses,/01.w_Defects/uninit_memory_access.c,uninit_memory_access_011,1,457,318,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227483,Logically dead code,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/01.w_Defects/endless_loop.c,endless_loop_007,1,561,135,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,M7,None,None
227482,Data race condition,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/02.wo_Defects/st_cross_thread_access.c,st_cross_thread_access_003_tsk_002,2,366,252,None,None,None,None,APSC-DV-001995,CAT II,APSC-DV-001995,CAT II,None,M7,None,None
227481,Dereference after null check,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/02.wo_Defects/memory_leak.c,memory_leak_004,2,476,96,None,None,None,None,APSC-DV-003320,CAT II,APSC-DV-003320,CAT II,None,None,None,6.5.6
227480,Uninitialized scalar variable,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Uninitialized variables,/01.w_Defects/wrong_arguments_func_pointer.c,wrong_arguments_func_pointer_010,1,457,250,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227479,Out-of-bounds access,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/overrun_st.c,overrun_st_018,1,119,238,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227478,Free of address-of expression,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/free_nondynamic_allocated_memory.c,free_nondynamic_allocated_memory_013,1,590,209,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-003320,CAT II,None,None,None,6.5.6
227477,Uninitialized scalar variable,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Uninitialized variables,/01.w_Defects/uninit_var.c,uninit_var_007,1,457,110,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227476,Out-of-bounds write,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/overrun_st.c,overrun_st_032,1,119,428,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227475,Division or modulo by zero,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Integer handling issues,/01.w_Defects/zero_division.c,zero_division_009,1,369,140,None,None,None,None,APSC-DV-003320,CAT II,APSC-DV-003320,CAT II,None,M7,None,None
227474,Useless call,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Incorrect expression,/02.wo_Defects/unlock_without_lock.c,unlock_without_lock_003_func_001,2,,170,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,M7,None,None
227473,Data race condition,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/01.w_Defects/dead_lock.c,dead_lock_001_tsk_002,1,366,65,None,None,None,None,APSC-DV-001995,CAT II,APSC-DV-001995,CAT II,None,M7,None,None
227472,Logically dead code,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/02.wo_Defects/free_null_pointer.c,free_null_pointer_012,4,561,446,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,M7,None,None
227471,Out-of-bounds write,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/overrun_st.c,overrun_st_004,1,119,55,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227470,Explicit null dereferenced,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/02.wo_Defects/invalid_memory_access.c,invalid_memory_access_002,2,476,67,None,None,None,None,APSC-DV-003320,CAT II,APSC-DV-003320,CAT II,None,None,None,6.5.6
227469,Uninitialized scalar variable,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Uninitialized variables,/01.w_Defects/uninit_var.c,uninit_var_012,1,457,227,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227468,Out-of-bounds write,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/overrun_st.c,overrun_st_053,1,119,761,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227467,Data race condition,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/02.wo_Defects/st_cross_thread_access.c,st_cross_thread_access_002_tsk_001,2,366,127,None,None,None,None,APSC-DV-001995,CAT II,APSC-DV-001995,CAT II,None,M7,None,None
227466,Structurally dead code,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/01.w_Defects/invalid_memory_access.c,invalid_memory_access_014,1,561,476,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,M7,None,None
227465,Missing return statement,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Uninitialized variables,/01.w_Defects/not_return.c,not_return_003_func_001,1,710,76,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227464,Calling risky function,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Security best practices violations,/01.w_Defects/double_free.c,double_free_004,2,676,86,None,None,None,None,APSC-DV-002460,CAT II,APSC-DV-002460,CAT II,None,None,None,6.5.3
227463,Data race condition,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/01.w_Defects/unlock_without_lock.c,unlock_without_lock_007_tsk_001,1,366,443,None,None,None,None,APSC-DV-001995,CAT II,APSC-DV-001995,CAT II,None,M7,None,None
227462,Out-of-bounds write,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/overrun_st.c,overrun_st_025,1,119,333,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227461,Out-of-bounds write,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/buffer_overrun_dynamic.c,dynamic_buffer_overrun_032,1,119,606,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227460,Out-of-bounds write,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/overrun_st.c,overrun_st_031,1,119,415,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227459,Free of array-typed value,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/free_nondynamic_allocated_memory.c,free_nondynamic_allocated_memory_012,1,590,187,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-003320,CAT II,None,None,None,6.5.6
227458,Uninitialized scalar variable,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Uninitialized variables,/01.w_Defects/uninit_pointer.c,uninit_pointer_008_func_001,1,457,151,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,None,None,None
227457,Double lock,Medium,Fixed,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Program hangs,/01.w_Defects/double_lock.c,double_lock_001_tsk_001,1,764,42,None,None,None,None,APSC-DV-001995,CAT II,APSC-DV-001995,CAT II,None,None,None,None
227456,Double unlock,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,API usage errors,/01.w_Defects/double_release.c,double_release_004_tsk_001,1,765,178,None,None,None,None,None,None,None,None,None,None,None,None
227455,Calling risky function,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Security best practices violations,/02.wo_Defects/not_return.c,not_return_001,2,676,29,None,None,None,None,APSC-DV-002460,CAT II,APSC-DV-002460,CAT II,None,None,None,6.5.3
227454,Use after free,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - illegal accesses,/01.w_Defects/invalid_memory_access.c,invalid_memory_access_004,1,416,133,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227453,Calling risky function,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Security best practices violations,/02.wo_Defects/redundant_cond.c,redundant_cond_007,2,676,142,None,None,None,None,APSC-DV-002460,CAT II,APSC-DV-002460,CAT II,None,None,None,6.5.3
227452,Logically dead code,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Control flow issues,/01.w_Defects/free_null_pointer.c,free_null_pointer_014_func_003,1,561,544,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,M7,None,None
227451,Out-of-bounds write,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/overrun_st.c,overrun_st_015,1,119,194,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227450,Calling risky function,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Security best practices violations,/01.w_Defects/memory_allocation_failure.c,memory_allocation_failure_005,1,676,149,None,None,None,None,APSC-DV-002460,CAT II,APSC-DV-002460,CAT II,None,None,None,6.5.3
227449,Free of array-typed value,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/free_nondynamic_allocated_memory.c,free_nondynamic_allocated_memory_007,1,590,115,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-003320,CAT II,None,None,None,6.5.6
227448,Resource leak,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Resource leaks,/02.wo_Defects/uninit_pointer.c,uninit_pointer_011,2,404,235,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,None
227447,Double free,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/double_free.c,double_free_006,1,415,115,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227446,Data race condition,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/01.w_Defects/unlock_without_lock.c,unlock_without_lock_002_tsk_001,1,366,104,None,None,None,None,APSC-DV-001995,CAT II,APSC-DV-001995,CAT II,None,M7,None,None
227445,Out-of-bounds write,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/overrun_st.c,overrun_st_016,1,119,206,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-002590,CAT I,None,M7,None,6.5.6
227444,Data race condition,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Concurrent data access violations,/01.w_Defects/unlock_without_lock.c,unlock_without_lock_004_tsk_002,1,366,279,None,None,None,None,APSC-DV-001995,CAT II,APSC-DV-001995,CAT II,None,M7,None,None
227443,Calling risky function,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Security best practices violations,/02.wo_Defects/data_overflow.c,data_overflow_015,2,676,203,None,None,None,None,APSC-DV-002460,CAT II,APSC-DV-002460,CAT II,None,None,None,6.5.3
227442,Calling risky function,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Security best practices violations,/02.wo_Defects/conflicting_cond.c,conflicting_cond_002,2,676,42,None,None,None,None,APSC-DV-002460,CAT II,APSC-DV-002460,CAT II,None,None,None,6.5.3
227441,Explicit null dereferenced,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Null pointer dereferences,/01.w_Defects/null_pointer.c,null_pointer_005,1,476,94,None,None,None,None,APSC-DV-003320,CAT II,APSC-DV-003320,CAT II,None,None,None,6.5.6
227440,'Constant' variable guards dead code,Low,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Possible Control flow issues,/02.wo_Defects/unlock_without_lock.c,unlock_without_lock_006,2,561,412,None,None,None,None,APSC-DV-003215,CAT III,None,None,None,M7,None,None
227439,Division or modulo by zero,Medium,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Integer handling issues,/01.w_Defects/zero_division.c,zero_division_003,1,369,46,None,None,None,None,APSC-DV-003320,CAT II,APSC-DV-003320,CAT II,None,M7,None,None
227438,Free of array-typed value,High,New,10/09/19,Unassigned,Unclassified,Unspecified,Undecided,Other,Memory - corruptions,/01.w_Defects/free_nondynamic_allocated_memory.c,free_nondynamic_allocated_memory_005,1,590,86,None,None,None,None,APSC-DV-002590,CAT I,APSC-DV-003320,CAT II,None,None,None,6.5.6
